Student ID,Student Name,Campus Location,Study Mode,Course Name,Application Date,Agent Name,Application Stage,Business Development Manager,Total Fee,Fee Paid,Intake Name,Date of Birth,Date Conditional Offer,Date Unconditional Offer,Date Enrolled,Email
S1134,Natalie Padilla,Dublin,Weekend,MBA,6/3/2025,Global Edu,Conditional Offer,Emma Brown,22764,6371,25-Jan,12/31/2000,7/1/2025,,,emilynichols@davis-love.com
S1135,Ms. Samantha Best,Berlin,Weekend,MSc Marketing,4/16/2025,UniBridge,Enrolled,Robert Smith,22060,18342,25-May,12/5/1997,5/2/2025,5/14/2025,5/18/2025,michael16@hotmail.com
S1136,Tanya Price,Paris,Part-time,BSc Computer Science,4/25/2025,EduPath,Enquiry,Emma Brown,22354,147,25-May,11/27/1994,,,,christopher71@gmail.com
S1137,Allen Fisher,London,Weekend,MSc Marketing,10/13/2024,Global Edu,Conditional Offer,Maria Garcia,23110,3135,25-Jan,6/18/1992,11/4/2024,,,collinswilliam@benitez.com
S1138,Alexandra Hudson,Madrid,Weekend,BBA,1/18/2025,Global Edu,Conditional Offer,David Lee,17363,1241,25-Jan,3/15/1999,2/4/2025,,,chad80@yahoo.com
S1139,Jennifer Young,Paris,Evening,BSc Computer Science,6/20/2025,Bright Horizons,Conditional Offer,Emma Brown,12358,3071,25-May,6/12/1995,6/24/2025,,,nicholas50@pope.com
S1140,Anthony Gutierrez,Paris,Full-time,MBA,1/6/2025,EduPath,Conditional Offer,Emma Brown,21633,6105,25-May,8/21/2004,6/1/2025,,,keithdelgado@hotmail.com
S1141,Madeline Gonzales,Berlin,Weekend,MSc Data Science,7/23/2024,Global Edu,Unconditional Offer,Emma Brown,19142,18867,25-May,10/5/2000,2/5/2025,4/10/2025,,stewartdustin@rodriguez.info
S1142,Jessica Kim,London,Evening,BBA,1/21/2025,Future Abroad,Conditional Offer,Maria Garcia,19877,2682,25-Sep,11/9/1993,6/11/2025,,,rray@cook.com
S1143,Jeremy Alvarez,London,Evening,MSc Marketing,7/27/2024,Global Edu,Enquiry,Emma Brown,10367,104,25-Jan,11/5/2003,,,,darlene60@baldwin.com
S1144,Robert Davis,Paris,Full-time,MSc Marketing,12/28/2024,Global Edu,Withdrawn,Robert Smith,21104,358,25-Jan,7/20/2001,,,,hayesjames@williams-scott.com
S1145,Patrick Howard,Dublin,Weekend,MSc Marketing,1/5/2025,Future Abroad,Conditional Offer,Maria Garcia,22795,3833,25-Sep,6/26/1995,5/25/2025,,,vlee@jones-lester.com
S1146,Dalton Lewis,Madrid,Part-time,BA Economics,12/24/2024,EduPath,Enquiry,Maria Garcia,19785,433,25-Jan,5/2/2007,,,,candacelopez@adkins.com
S1147,Eileen Leblanc,Dublin,Weekend,BBA,2/26/2025,Global Edu,Conditional Offer,Maria Garcia,24204,6102,25-May,3/28/2001,3/8/2025,,,weaversteven@mora-taylor.com
S1148,Carl Dalton,Berlin,Full-time,BSc Computer Science,4/1/2025,EduPath,Withdrawn,David Lee,9698,156,25-May,1/28/2007,,,,wmartinez@hotmail.com
S1149,Jacob Adams,Dublin,Weekend,MSc Marketing,1/30/2025,UniBridge,Enrolled,Alice Johnson,21419,17499,25-Sep,9/7/1998,3/7/2025,5/8/2025,5/26/2025,valentinealicia@rosales.com
S1150,Carrie Kim MD,Dublin,Full-time,BBA,10/7/2024,EduPath,Conditional Offer,David Lee,9059,1274,25-May,11/23/1994,6/17/2025,,,martinezjohnny@daniels-velasquez.biz
S1151,Kelly Shaw,Paris,Part-time,BBA,8/2/2024,Bright Horizons,Enrolled,Emma Brown,13932,11075,25-Jan,9/14/2000,6/12/2025,6/13/2025,6/13/2025,rsalazar@hotmail.com
S1152,Jacob Molina,Paris,Weekend,MSc Data Science,12/30/2024,Future Abroad,Enrolled,David Lee,19136,15366,25-May,8/16/2001,1/12/2025,3/18/2025,5/5/2025,raymonddavid@gregory-jones.com
S1153,Brandon Ramirez,Paris,Weekend,BBA,5/14/2025,Bright Horizons,Conditional Offer,David Lee,20022,5667,25-Jan,10/3/2006,6/20/2025,,,sarah80@long.com
S1154,Scott Brown,Paris,Weekend,MBA,6/25/2025,Global Edu,Unconditional Offer,Maria Garcia,14704,12298,25-Jan,5/6/2001,6/30/2025,6/30/2025,,walkerlisa@williams.biz
S1155,Kristen Singleton,Berlin,Full-time,BA Economics,6/7/2025,UniBridge,Enrolled,Robert Smith,22026,19869,25-Jan,4/23/1991,6/14/2025,6/24/2025,6/25/2025,woodsteven@morgan.com
S1156,Christopher Baker,Berlin,Full-time,MSc Data Science,4/21/2025,EduPath,Unconditional Offer,Emma Brown,14385,8436,25-May,1/25/1999,5/9/2025,5/12/2025,,pattersonpaul@reid-chen.com
S1157,Samuel Brown,Berlin,Evening,BSc Computer Science,5/17/2025,Future Abroad,Enrolled,David Lee,19102,13317,25-May,2/1/2007,6/23/2025,6/30/2025,7/1/2025,gillralph@hotmail.com
S1158,Thomas Henderson,Dublin,Part-time,MSc Data Science,5/27/2025,EduPath,Enquiry,David Lee,15703,236,25-Jan,2/27/1993,,,,scottjames@hotmail.com
S1159,Timothy Sullivan,London,Weekend,MSc Data Science,11/5/2024,EduPath,Conditional Offer,Alice Johnson,11309,1528,25-Jan,7/29/1992,5/15/2025,,,wilsonbrandi@lopez.com
S1160,Jason Powell,London,Part-time,MBA,7/27/2024,Global Edu,Enrolled,Alice Johnson,13284,12982,25-Sep,4/7/1994,10/2/2024,11/25/2024,1/29/2025,floresmelissa@lee.biz
S1161,Carmen Hood,London,Weekend,MSc Data Science,1/25/2025,EduPath,Withdrawn,Emma Brown,15908,31,25-May,7/23/2006,,,,austin04@anderson.info
S1162,Jonathan Alvarez,Berlin,Part-time,BSc Computer Science,11/12/2024,Bright Horizons,Enrolled,David Lee,17872,14594,25-May,5/23/1991,6/2/2025,6/2/2025,6/2/2025,dodsonkelly@conner-orozco.info
S1163,Andrew Key,Paris,Part-time,BA Economics,1/14/2025,Bright Horizons,Withdrawn,Robert Smith,18337,92,25-Jan,5/11/2003,,,,hallmarc@gmail.com
S1164,Mr. Mitchell Ford,Madrid,Weekend,MSc Data Science,3/28/2025,Bright Horizons,Conditional Offer,Alice Johnson,14283,3398,25-Sep,4/27/1990,6/29/2025,,,taylorvirginia@yahoo.com
S1165,Kenneth Mcgee,Madrid,Evening,MBA,2/26/2025,Future Abroad,Unconditional Offer,David Lee,10340,6765,25-May,12/17/2004,5/5/2025,6/8/2025,,gbarber@gmail.com
S1166,Edward Watkins,Paris,Part-time,BSc Computer Science,12/30/2024,EduPath,Withdrawn,Maria Garcia,20399,420,25-Sep,7/20/2000,,,,carrie67@hotmail.com
S1167,Daniel Willis,Dublin,Evening,BBA,1/30/2025,Global Edu,Enrolled,Maria Garcia,23971,20129,25-Sep,7/14/2003,4/4/2025,4/29/2025,6/29/2025,bmiller@clarke.com
S1168,Daniel Davis,Dublin,Part-time,MSc Marketing,12/17/2024,EduPath,Enrolled,David Lee,15698,13262,25-Jan,11/24/1997,3/16/2025,4/9/2025,6/17/2025,owensjoseph@hunter.org
S1169,Lauren Alvarez,Madrid,Weekend,MBA,7/16/2024,UniBridge,Conditional Offer,Emma Brown,18550,2328,25-May,11/30/2005,2/27/2025,,,cherylhall@yahoo.com
S1170,Angela Reyes,Madrid,Full-time,BBA,8/15/2024,Global Edu,Conditional Offer,David Lee,20268,1462,25-Sep,10/21/2005,9/15/2024,,,xlee@gmail.com
S1171,Cody Reyes,Paris,Part-time,BBA,5/13/2025,Bright Horizons,Unconditional Offer,Robert Smith,13213,11906,25-Jan,12/21/1993,5/30/2025,6/15/2025,,ronald87@gmail.com
S1172,Hannah Watts,London,Weekend,BSc Computer Science,5/10/2025,EduPath,Unconditional Offer,Robert Smith,24705,17925,25-May,2/23/1990,5/22/2025,7/1/2025,,beverlyelliott@coleman.com
S1173,Kenneth Olson,Madrid,Full-time,BBA,10/8/2024,EduPath,Enrolled,David Lee,19583,13241,25-Sep,9/6/1990,11/10/2024,3/20/2025,4/18/2025,meganyates@hotmail.com
S1174,Carl Cook,Berlin,Evening,BA Economics,9/30/2024,Bright Horizons,Conditional Offer,David Lee,11639,1111,25-May,2/3/2005,5/28/2025,,,bsmith@hotmail.com
S1175,Kristin Rogers,Paris,Weekend,BA Economics,7/7/2024,EduPath,Enrolled,Emma Brown,20710,15920,25-Jan,7/21/1995,1/23/2025,6/8/2025,6/12/2025,sethdavis@yahoo.com
S1176,Rachel Torres,Berlin,Part-time,MSc Data Science,2/2/2025,Future Abroad,Unconditional Offer,Alice Johnson,22093,18292,25-Sep,7/29/2002,3/23/2025,6/27/2025,,luisbrown@hotmail.com
S1177,Charles Perez,Berlin,Full-time,MBA,6/21/2025,Future Abroad,Enrolled,Maria Garcia,17954,16401,25-Jan,12/16/2005,6/25/2025,6/28/2025,6/28/2025,roger95@bell-barnett.com
S1178,Susan Wilson,Berlin,Part-time,BSc Computer Science,4/10/2025,Global Edu,Enrolled,Maria Garcia,24271,12704,25-Sep,2/9/1998,5/26/2025,6/4/2025,6/8/2025,lstephens@bates.net
S1179,Carol Wheeler,Paris,Evening,BA Economics,5/12/2025,Global Edu,Enquiry,David Lee,10875,178,25-May,7/8/2000,,,,washingtonisabel@gmail.com
S1180,Jennifer Fleming,London,Full-time,BBA,9/29/2024,Bright Horizons,Unconditional Offer,David Lee,16021,15964,25-May,7/26/1998,12/26/2024,4/27/2025,,kayla96@yahoo.com
S1181,David Braun,Dublin,Part-time,BSc Computer Science,10/3/2024,EduPath,Unconditional Offer,Maria Garcia,14690,13650,25-May,3/4/1991,5/19/2025,6/11/2025,,melissabarnes@shelton.com
S1182,Chelsea Byrd,London,Evening,MSc Marketing,5/21/2025,Bright Horizons,Conditional Offer,Maria Garcia,11977,728,25-Jan,8/31/2004,6/12/2025,,,hartmantravis@hotmail.com
S1183,Jonathan Graves,London,Evening,BSc Computer Science,5/10/2025,UniBridge,Enrolled,Maria Garcia,13325,7042,25-Sep,4/24/1996,6/14/2025,6/30/2025,6/30/2025,monicajones@gmail.com
S1184,Laurie Smith DDS,Berlin,Weekend,BA Economics,8/9/2024,UniBridge,Enquiry,David Lee,11039,449,25-May,6/15/1990,,,,byrdchristopher@gmail.com
S1185,Juan Williams,London,Weekend,BSc Computer Science,3/11/2025,Bright Horizons,Enrolled,Emma Brown,9424,7905,25-Jan,2/9/1998,4/26/2025,5/8/2025,5/9/2025,nicholasjohnson@ferguson.net
S1186,Fred Salinas,Madrid,Weekend,MBA,7/21/2024,Global Edu,Enquiry,Robert Smith,9526,306,25-May,2/1/1991,,,,ronnie65@cruz-hall.com
S1187,Brandon Valdez,Paris,Full-time,MBA,2/23/2025,EduPath,Enquiry,Robert Smith,23545,304,25-May,11/24/1990,,,,mglenn@johnson.com
S1188,Katrina Hudson,Madrid,Evening,BA Economics,2/21/2025,UniBridge,Unconditional Offer,Maria Garcia,19846,17714,25-Jan,1/10/1996,5/16/2025,5/16/2025,,gardnerbenjamin@waller-drake.info
S1189,Stephanie King,Dublin,Weekend,MSc Data Science,9/29/2024,EduPath,Conditional Offer,David Lee,17847,1073,25-May,9/2/1998,12/15/2024,,,robert19@yahoo.com
S1190,Tim Pena,London,Weekend,MSc Data Science,4/1/2025,UniBridge,Enquiry,Robert Smith,14279,223,25-Sep,12/4/2000,,,,mrobinson@hotmail.com
S1191,Paul Johnson,Paris,Weekend,BBA,11/6/2024,Global Edu,Conditional Offer,David Lee,12201,3279,25-Jan,6/28/2004,3/17/2025,,,hodom@stevens-morrison.info
S1192,Anna Bradford DVM,Berlin,Weekend,BA Economics,12/25/2024,Global Edu,Enrolled,David Lee,19303,15692,25-Jan,12/13/2002,4/5/2025,5/17/2025,6/19/2025,linda48@miller.com
S1193,Maria Gomez,Madrid,Evening,MSc Data Science,8/24/2024,Bright Horizons,Conditional Offer,Robert Smith,19253,1553,25-May,3/26/1997,11/4/2024,,,whowe@franklin.com
S1194,Brandon Mccullough,Dublin,Part-time,MSc Marketing,4/29/2025,Future Abroad,Conditional Offer,Robert Smith,13246,913,25-May,8/18/1991,5/24/2025,,,dprice@blair.info
S1195,Johnathan Davis,Berlin,Evening,MBA,3/9/2025,Bright Horizons,Conditional Offer,Maria Garcia,15406,4190,25-Jan,9/9/1993,3/23/2025,,,nchambers@willis.com
S1196,Peter Clark,London,Full-time,MBA,3/16/2025,Bright Horizons,Conditional Offer,Alice Johnson,10584,1909,25-Jan,4/5/2003,5/29/2025,,,cortezvanessa@gmail.com
S1197,Jacob Todd,Berlin,Part-time,BA Economics,12/31/2024,Future Abroad,Conditional Offer,Maria Garcia,11633,684,25-Sep,6/17/1995,5/11/2025,,,penatommy@yahoo.com
S1198,Jeffrey Watts,Berlin,Full-time,MBA,1/29/2025,UniBridge,Withdrawn,Robert Smith,12485,428,25-Sep,2/21/2006,,,,pmoore@yahoo.com
S1199,Gregory Reed,Paris,Evening,BBA,7/7/2024,Global Edu,Enquiry,Robert Smith,16712,258,25-Sep,1/6/1994,,,,ghoffman@campbell.com
S1200,Janet Mathews,Berlin,Evening,MBA,8/13/2024,Global Edu,Enrolled,David Lee,21034,20647,25-Jan,8/20/1997,11/27/2024,5/30/2025,6/8/2025,tsmith@gmail.com
S1201,Timothy Austin DDS,Madrid,Full-time,BA Economics,8/13/2024,Bright Horizons,Conditional Offer,Alice Johnson,10524,2176,25-Sep,7/22/1991,11/5/2024,,,huntjeremy@hotmail.com
S1202,Karla Rios MD,Madrid,Weekend,MSc Marketing,5/28/2025,Global Edu,Conditional Offer,Emma Brown,17007,2971,25-May,10/8/1991,6/21/2025,,,lisarobles@hotmail.com
S1203,Kristen Cowan,Paris,Evening,BBA,3/25/2025,Global Edu,Unconditional Offer,Robert Smith,23049,18507,25-May,6/6/1991,5/11/2025,6/6/2025,,xmclaughlin@jennings-solomon.com
S1204,Matthew Woods,Berlin,Evening,BA Economics,1/6/2025,Future Abroad,Enrolled,Emma Brown,12333,6517,25-May,2/6/1991,1/27/2025,5/3/2025,5/27/2025,campbellstephanie@davis-lucas.com
S1205,Megan Pena,Madrid,Weekend,MSc Data Science,8/2/2024,Bright Horizons,Unconditional Offer,Maria Garcia,19704,15574,25-Sep,5/16/2002,6/15/2025,6/23/2025,,kevin75@gmail.com
S1206,Christian Obrien,London,Weekend,MSc Data Science,10/20/2024,UniBridge,Enrolled,Robert Smith,13900,7437,25-May,12/12/2004,6/6/2025,6/14/2025,6/18/2025,jacob84@yang.com
S1207,Richard Johnson,Madrid,Part-time,MBA,12/18/2024,Future Abroad,Conditional Offer,David Lee,24748,1927,25-May,8/27/1995,1/16/2025,,,wroberts@hotmail.com
S1208,Lisa Briggs,Berlin,Weekend,MSc Data Science,7/3/2024,EduPath,Withdrawn,David Lee,12739,385,25-Jan,10/20/2006,,,,meganmelton@ramos-lowe.biz
S1209,Charles Fox,London,Weekend,MBA,4/14/2025,Future Abroad,Unconditional Offer,Emma Brown,17444,12120,25-May,3/21/1997,6/26/2025,6/28/2025,,ambergutierrez@hotmail.com
S1210,Peter White,Madrid,Evening,MSc Marketing,9/11/2024,UniBridge,Unconditional Offer,Emma Brown,9124,4905,25-Sep,11/6/2006,11/4/2024,2/3/2025,,rmcknight@rose-cummings.com
S1211,Tracy Carter,Madrid,Full-time,BBA,3/22/2025,Bright Horizons,Enrolled,Alice Johnson,24072,16699,25-Sep,5/29/2005,6/7/2025,6/12/2025,6/27/2025,cooperkimberly@reese.com
S1212,Vincent Davidson,Madrid,Full-time,MSc Data Science,10/23/2024,UniBridge,Enrolled,David Lee,17710,10048,25-Sep,11/6/1997,4/17/2025,5/24/2025,6/8/2025,amanda20@walker.biz
S1213,Richard Galloway,Berlin,Evening,MBA,1/18/2025,Future Abroad,Enquiry,Emma Brown,11373,261,25-May,9/19/2005,,,,jill77@hawkins.biz
S1214,Joseph Parrish,London,Full-time,BBA,1/9/2025,EduPath,Enrolled,Maria Garcia,10330,9120,25-May,12/19/1998,3/26/2025,5/3/2025,6/5/2025,trobertson@marks.com
S1215,Timothy Morrison,Dublin,Part-time,MSc Marketing,6/14/2025,Global Edu,Enquiry,Alice Johnson,23012,352,25-Jan,11/8/1996,,,,jonathanbridges@bolton-thompson.info
S1216,Kyle Butler,Paris,Weekend,MSc Data Science,4/8/2025,Global Edu,Conditional Offer,Maria Garcia,13901,1973,25-May,1/31/2003,6/8/2025,,,timothycummings@marquez.com
S1217,Joshua Morales,Paris,Part-time,MSc Marketing,10/27/2024,EduPath,Unconditional Offer,Robert Smith,10486,7285,25-May,12/26/1996,12/13/2024,1/15/2025,,ashley06@gmail.com
S1218,Regina Bird,Berlin,Weekend,MSc Data Science,4/23/2025,UniBridge,Conditional Offer,Emma Brown,9979,2292,25-May,4/26/2000,4/24/2025,,,christopher23@hotmail.com
S1219,Sean Foster,London,Evening,MSc Data Science,11/4/2024,UniBridge,Enrolled,Emma Brown,17646,10633,25-May,6/16/2003,1/14/2025,5/3/2025,6/17/2025,garciakristen@clements.info
S1220,Keith Haynes,Berlin,Part-time,MSc Data Science,2/28/2025,Bright Horizons,Enrolled,Robert Smith,14503,11721,25-Jan,8/7/1991,4/8/2025,5/25/2025,5/28/2025,christinawilliams@yahoo.com
S1221,Brittany Mueller,Berlin,Full-time,BA Economics,8/4/2024,EduPath,Conditional Offer,Maria Garcia,11120,2161,25-May,11/28/1995,10/12/2024,,,xestrada@peterson.com
S1222,Wendy Lee,Berlin,Part-time,BSc Computer Science,2/12/2025,Bright Horizons,Enrolled,Maria Garcia,23884,14555,25-May,11/25/2000,5/27/2025,6/17/2025,6/23/2025,kelli26@richards.net
S1223,Tony Taylor,London,Part-time,BA Economics,6/28/2025,UniBridge,Withdrawn,Alice Johnson,17627,494,25-Jan,6/25/2000,,,,taylorlucas@yahoo.com
S1224,John Caldwell,Dublin,Evening,BA Economics,4/3/2025,UniBridge,Conditional Offer,Maria Garcia,24730,6613,25-Sep,12/9/1992,5/15/2025,,,perezdaniel@yahoo.com
S1225,Johnny Wright,Berlin,Part-time,BA Economics,2/28/2025,UniBridge,Conditional Offer,Alice Johnson,12849,1363,25-Jan,10/1/2004,3/10/2025,,,stevenjuarez@marshall.com
S1226,Craig Graham,Berlin,Full-time,MSc Marketing,7/20/2024,Future Abroad,Enquiry,Alice Johnson,15518,245,25-Jan,7/2/1993,,,,michaelsoto@gmail.com
S1227,Billy Spence,Paris,Weekend,MSc Data Science,1/26/2025,Global Edu,Conditional Offer,Maria Garcia,12179,1058,25-May,8/2/1996,5/9/2025,,,michaelcarl@wilson.com
S1228,Amanda Salazar,London,Part-time,MSc Data Science,5/4/2025,Global Edu,Enrolled,Maria Garcia,19049,16700,25-May,12/9/2004,5/8/2025,6/18/2025,6/25/2025,garyhorn@jackson.info
S1229,William Roy,Madrid,Full-time,BSc Computer Science,4/14/2025,EduPath,Enrolled,Alice Johnson,17179,12794,25-Jan,6/25/1993,6/10/2025,6/27/2025,6/28/2025,thomas43@hotmail.com
S1230,Nicholas Sanchez,Madrid,Weekend,MSc Marketing,10/8/2024,Bright Horizons,Unconditional Offer,Maria Garcia,10433,8562,25-Sep,9/21/1997,5/15/2025,6/3/2025,,rdunn@yahoo.com
S1231,Kim Sanders,Madrid,Part-time,MBA,7/21/2024,EduPath,Conditional Offer,David Lee,9167,2051,25-May,1/29/2006,5/26/2025,,,hboyd@hotmail.com
S1232,Javier Taylor,Madrid,Part-time,MSc Data Science,11/24/2024,Bright Horizons,Unconditional Offer,Alice Johnson,15337,13420,25-Sep,8/19/1997,2/17/2025,5/22/2025,,margaretramirez@gmail.com
S1233,Christian Ray,Berlin,Full-time,MSc Marketing,11/1/2024,Global Edu,Withdrawn,Emma Brown,15541,197,25-Sep,1/31/1992,,,,harrisjennifer@richards.com
S1234,Alexander Montes,London,Weekend,MBA,5/18/2025,Bright Horizons,Withdrawn,David Lee,13129,257,25-Jan,4/27/2002,,,,brettlang@gmail.com
S1235,Thomas Gallagher,London,Weekend,MBA,10/14/2024,UniBridge,Enrolled,Robert Smith,13450,8537,25-May,8/8/2004,5/9/2025,6/27/2025,6/27/2025,edwardanderson@lara-clark.com
S1236,Lisa Lopez,Berlin,Part-time,BBA,2/16/2025,Bright Horizons,Unconditional Offer,Maria Garcia,12219,9387,25-May,2/7/2003,6/9/2025,6/27/2025,,rpatel@combs.org
S1237,Margaret Maynard,Dublin,Evening,MSc Marketing,5/21/2025,UniBridge,Enquiry,Alice Johnson,18526,41,25-May,8/13/2001,,,,susancook@collins.com
S1238,Spencer Cruz,Madrid,Full-time,BA Economics,1/7/2025,Future Abroad,Conditional Offer,Alice Johnson,10439,958,25-Sep,4/28/2004,3/2/2025,,,mooncatherine@gmail.com
S1239,Thomas Pearson,London,Evening,BBA,3/30/2025,Bright Horizons,Unconditional Offer,Emma Brown,17268,16282,25-May,11/25/1999,5/23/2025,6/7/2025,,salasbrittany@hotmail.com
S1240,Jared Hoffman,Dublin,Full-time,MSc Marketing,7/19/2024,UniBridge,Conditional Offer,Alice Johnson,13219,753,25-May,9/27/2005,4/15/2025,,,susan55@yahoo.com
S1241,Mr. Oscar Hernandez PhD,Berlin,Weekend,MSc Data Science,10/16/2024,Future Abroad,Conditional Offer,Maria Garcia,12265,1391,25-Sep,2/7/1998,2/10/2025,,,stevensmith@gmail.com
S1242,Corey Fuller,Berlin,Evening,MSc Data Science,4/27/2025,Future Abroad,Conditional Offer,David Lee,15010,3154,25-Sep,12/14/1999,5/29/2025,,,amandayu@lyons.com
S1243,Julian Brooks,Madrid,Full-time,BA Economics,1/6/2025,Global Edu,Unconditional Offer,Maria Garcia,10189,6006,25-Sep,7/7/1989,4/2/2025,6/1/2025,,timothy95@reed.com
S1244,Thomas Branch,Madrid,Part-time,MSc Data Science,9/18/2024,UniBridge,Enrolled,Robert Smith,22475,16902,25-Jan,7/18/1992,10/2/2024,1/14/2025,4/2/2025,jenniferwhite@willis-parker.com
S1245,Michael Clark,Dublin,Part-time,BA Economics,7/22/2024,Bright Horizons,Enquiry,Robert Smith,22106,37,25-Sep,9/17/1989,,,,nbennett@phillips.com
S1246,John Arellano,Madrid,Full-time,MSc Data Science,9/20/2024,UniBridge,Enrolled,Alice Johnson,24502,23616,25-Sep,7/23/1998,5/21/2025,7/1/2025,7/1/2025,rachael26@gmail.com
S1247,Brian Fuller,Madrid,Full-time,MSc Data Science,5/3/2025,Global Edu,Enquiry,Alice Johnson,15249,337,25-Sep,5/9/1996,,,,jeffreymccoy@gmail.com
S1248,Nicole Gray,Madrid,Weekend,MBA,5/6/2025,Global Edu,Enquiry,Robert Smith,13504,73,25-May,11/4/2005,,,,austingonzalez@wagner-carlson.org
S1249,Gregory Russell,London,Full-time,BSc Computer Science,10/24/2024,Bright Horizons,Enquiry,Alice Johnson,9961,430,25-May,1/7/1991,,,,rossjesse@peterson-moore.org
S1250,Sarah Velasquez,Dublin,Evening,MSc Data Science,4/1/2025,Global Edu,Conditional Offer,Robert Smith,18569,1238,25-Jan,9/20/2001,5/27/2025,,,michaelcrawford@hotmail.com
S1251,Dr. Alicia Stephens,Dublin,Part-time,BA Economics,12/19/2024,Global Edu,Unconditional Offer,David Lee,24517,24004,25-May,3/26/1997,5/21/2025,6/13/2025,,marc61@gmail.com
S1252,Jacqueline Foster,Paris,Weekend,MBA,8/7/2024,EduPath,Unconditional Offer,David Lee,17170,10660,25-May,9/9/2004,4/30/2025,6/21/2025,,williamstina@yahoo.com
S1253,Mr. Thomas Evans,Berlin,Full-time,BBA,4/7/2025,Future Abroad,Unconditional Offer,David Lee,15614,9325,25-Sep,2/5/1993,6/24/2025,6/30/2025,,tyork@santiago.com
S1254,Shannon Avila,Madrid,Weekend,MSc Data Science,5/17/2025,EduPath,Enquiry,Robert Smith,14904,351,25-Jan,5/26/1996,,,,michael46@ortiz-brady.net
S1255,Jack Adams,Madrid,Evening,MBA,10/1/2024,Future Abroad,Conditional Offer,Alice Johnson,14677,3577,25-Jan,6/18/2007,3/7/2025,,,jane04@foster-brown.com
S1256,Jessica Nguyen,Dublin,Evening,BBA,4/18/2025,Global Edu,Enrolled,Robert Smith,21786,12732,25-Sep,10/30/2002,5/28/2025,6/15/2025,7/1/2025,ibautista@cole-zimmerman.net
S1257,Sabrina Whitaker DDS,London,Full-time,BBA,2/8/2025,EduPath,Enquiry,Alice Johnson,16491,493,25-Sep,3/30/1990,,,,phyllisgarcia@hotmail.com
S1258,Robert Anderson,Berlin,Evening,BSc Computer Science,10/15/2024,UniBridge,Unconditional Offer,David Lee,16668,8444,25-Jan,2/21/2007,3/24/2025,6/17/2025,,fdavis@yahoo.com
S1259,Nathan Torres,Madrid,Full-time,MSc Marketing,6/18/2025,Global Edu,Unconditional Offer,Emma Brown,23366,17540,25-May,12/24/1994,6/22/2025,6/25/2025,,brianavery@odonnell.org
S1260,Levi May,Paris,Evening,BA Economics,4/5/2025,Global Edu,Conditional Offer,Robert Smith,19870,1785,25-Jan,4/17/1998,5/4/2025,,,brooke52@yahoo.com
S1261,Christian Mahoney,Paris,Part-time,MSc Marketing,2/21/2025,Global Edu,Enrolled,Robert Smith,16695,13302,25-Jan,10/17/2005,4/20/2025,5/27/2025,6/8/2025,joneschristy@hotmail.com
S1262,Paige Herrera,London,Part-time,BSc Computer Science,8/23/2024,Global Edu,Unconditional Offer,Alice Johnson,13340,7127,25-Jan,2/17/1991,3/3/2025,3/23/2025,,gjordan@yahoo.com
S1263,Jennifer Irwin,Paris,Part-time,MSc Data Science,5/1/2025,Global Edu,Unconditional Offer,Alice Johnson,19924,19162,25-Sep,7/29/2000,6/27/2025,6/29/2025,,andrewedwards@hotmail.com
S1264,Christopher Mcgee,Dublin,Part-time,BSc Computer Science,6/14/2025,EduPath,Conditional Offer,David Lee,16317,3784,25-May,9/29/1991,7/1/2025,,,eric16@miller.com
S1265,Martin Bryant,Madrid,Full-time,MBA,3/23/2025,UniBridge,Conditional Offer,Alice Johnson,16391,4707,25-May,10/11/1989,3/30/2025,,,christinewalker@carson.net
S1266,Adam Nguyen,Madrid,Full-time,MSc Marketing,10/8/2024,Future Abroad,Enrolled,Maria Garcia,13420,12001,25-Sep,3/1/2004,12/16/2024,6/1/2025,6/3/2025,cookshelby@gmail.com
